Repository Command Name,Repository Path,Repository Category,Awesome-Claude-Code Display Name,Original Author,Author GitHub,License,Original Source URL,Awesome-Claude-Code Category,Match Type,Match Confidence,Description,Awesome-Claude-Code ID
setup-rate-limiting,commands/setup/setup-rate-limiting.md,setup,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
setup-formatting,commands/setup/setup-formatting.md,setup,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
design-rest-api,commands/setup/design-rest-api.md,setup,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
design-database-schema,commands/setup/design-database-schema.md,setup,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
setup-development-environment,commands/setup/setup-development-environment.md,setup,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
implement-graphql-api,commands/setup/implement-graphql-api.md,setup,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
add-performance-monitoring,commands/performance/add-performance-monitoring.md,performance,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
setup-cdn-optimization,commands/performance/setup-cdn-optimization.md,performance,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
system-behavior-simulator,commands/performance/system-behavior-simulator.md,performance,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
performance-audit,commands/performance/performance-audit.md,performance,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
implement-caching-strategy,commands/performance/implement-caching-strategy.md,performance,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
business-scenario-explorer,commands/simulation/business-scenario-explorer.md,simulation,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
timeline-compressor,commands/simulation/timeline-compressor.md,simulation,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
digital-twin-creator,commands/simulation/digital-twin-creator.md,simulation,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
constraint-modeler,commands/simulation/constraint-modeler.md,simulation,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
simulation-calibrator,commands/simulation/simulation-calibrator.md,simulation,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
decision-tree-explorer,commands/simulation/decision-tree-explorer.md,simulation,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
monte-carlo-simulator,commands/simulation/monte-carlo-simulator.md,simulation,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
future-scenario-generator,commands/simulation/future-scenario-generator.md,simulation,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
system-dynamics-modeler,commands/simulation/system-dynamics-modeler.md,simulation,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
market-response-modeler,commands/simulation/market-response-modeler.md,simulation,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
nextjs-component-generator,commands/nextjs-vercel/nextjs-component-generator.md,nextjs-vercel,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
nextjs-api-tester,commands/nextjs-vercel/nextjs-api-tester.md,nextjs-vercel,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
vercel-edge-function,commands/nextjs-vercel/vercel-edge-function.md,nextjs-vercel,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
nextjs-migration-helper,commands/nextjs-vercel/nextjs-migration-helper.md,nextjs-vercel,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
nextjs-performance-audit,commands/nextjs-vercel/nextjs-performance-audit.md,nextjs-vercel,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
nextjs-bundle-analyzer,commands/nextjs-vercel/nextjs-bundle-analyzer.md,nextjs-vercel,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
nextjs-middleware-creator,commands/nextjs-vercel/nextjs-middleware-creator.md,nextjs-vercel,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
nextjs-scaffold,commands/nextjs-vercel/nextjs-scaffold.md,nextjs-vercel,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
vercel-env-sync,commands/nextjs-vercel/vercel-env-sync.md,nextjs-vercel,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
standup-report,commands/team/standup-report.md,team,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
estimate-assistant,commands/team/estimate-assistant.md,team,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
migration-assistant,commands/team/migration-assistant.md,team,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
sprint-planning,commands/team/sprint-planning.md,team,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
dependency-mapper,commands/team/dependency-mapper.md,team,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
architecture-review,commands/team/architecture-review.md,team,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
team-workload-balancer,commands/team/team-workload-balancer.md,team,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
team-knowledge-mapper,commands/team/team-knowledge-mapper.md,team,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
issue-triage,commands/team/issue-triage.md,team,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
session-learning-capture,commands/team/session-learning-capture.md,team,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
team-velocity-tracker,commands/team/team-velocity-tracker.md,team,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
decision-quality-analyzer,commands/team/decision-quality-analyzer.md,team,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
retrospective-analyzer,commands/team/retrospective-analyzer.md,team,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
ci-pipeline,commands/automation/ci-pipeline.md,automation,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
workflow-orchestrator,commands/automation/workflow-orchestrator.md,automation,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
finish,commands/git/finish.md,git,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
feature,commands/git/feature.md,git,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
flow-status,commands/git/flow-status.md,git,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
hotfix,commands/git/hotfix.md,git,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
e2e-setup,commands/testing/e2e-setup.md,testing,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
test-quality-analyzer,commands/testing/test-quality-analyzer.md,testing,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
add-property-based-testing,commands/testing/add-property-based-testing.md,testing,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
add-mutation-testing,commands/testing/add-mutation-testing.md,testing,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
setup-visual-testing,commands/testing/setup-visual-testing.md,testing,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
generate-test-cases,commands/testing/generate-test-cases.md,testing,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
test-changelog-automation,commands/testing/test-changelog-automation.md,testing,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
write-tests,commands/testing/write-tests.md,testing,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
test-coverage,commands/testing/test-coverage.md,testing,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
test-automation-orchestrator,commands/testing/test-automation-orchestrator.md,testing,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
generate-tests,commands/testing/generate-tests.md,testing,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
setup-load-testing,commands/testing/setup-load-testing.md,testing,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
setup-comprehensive-testing,commands/testing/setup-comprehensive-testing.md,testing,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
milestone-tracker,commands/project-management/milestone-tracker.md,project-management,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
init-project,commands/project-management/init-project.md,project-management,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
project-to-linear,commands/project-management/project-to-linear.md,project-management,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
pac-create-ticket,commands/project-management/pac-create-ticket.md,project-management,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
pac-create-epic,commands/project-management/pac-create-epic.md,project-management,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
pac-validate,commands/project-management/pac-validate.md,project-management,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
create-feature,commands/project-management/create-feature.md,project-management,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
pac-configure,commands/project-management/pac-configure.md,project-management,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
add-package,commands/project-management/add-package.md,project-management,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
pac-update-status,commands/project-management/pac-update-status.md,project-management,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
project-timeline-simulator,commands/project-management/project-timeline-simulator.md,project-management,NOT FOUND,Unknown (not from awesome-claude-code),,Unknown,,,no_match,none,,
